Classification,Common Name,Scientific Name,Population Trend,Assessment,Conservation Status,IUCN Link,Kingdom,Class
animalia — insecta,Plateau Spreadwing,Lestes alacer,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51364316/80690074,animalia,insecta
animalia — insecta,Spotted Spreadwing,Lestes congener,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51364323/65836789,animalia,insecta
animalia — insecta,Northern Spreadwing,Lestes disjunctus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51364327/65836794,animalia,insecta
animalia — insecta,Robust Spreadwing,Lestes dryas,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165516/65834549,animalia,insecta
animalia — insecta,Lyre-tipped Spreadwing,Lestes unguiculatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51364399/65836819,animalia,insecta
animalia — insecta,Boreal Whiteface,Leucorrhinia borealis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51274672/65836524,animalia,insecta
animalia — insecta,Hudsonian Whiteface,Leucorrhinia hudsonica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51274686/65836529,animalia,insecta
animalia — insecta,Dot-tailed Whiteface,Leucorrhinia intacta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51274744/65836534,animalia,insecta
animalia — insecta,Belted Whiteface,Leucorrhinia proxima,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51274882/65836544,animalia,insecta
animalia — insecta,Comanche Skimmer,Libellula comanche,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164977/80694124,animalia,insecta
animalia — insecta,Bleached Skimmer,Libellula composita,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51275332/80696822,animalia,insecta
animalia — insecta,Neon Skimmer,Libellula croceipennis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165095/80680770,animalia,insecta
animalia — insecta,Eight-spotted Skimmer,Libellula forensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51275487/65836549,animalia,insecta
animalia — insecta,Widow Skimmer,Libellula luctuosa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165064/65829657,animalia,insecta
animalia — insecta,Hoary Skimmer,Libellula nodisticta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51276369/80697373,animalia,insecta
animalia — insecta,Twelve-spotted Skimmer,Libellula pulchella,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51276380/65836559,animalia,insecta
animalia — insecta,Four-spotted Chaser,Libellula quadrimaculata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165469/65834060,animalia,insecta
animalia — insecta,Flame Skimmer,Libellula saturata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51276401/80696812,animalia,insecta
animalia — insecta,American Snout,Libytheana carinenta,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/160608/842729,animalia,insecta
plantae — magnoliopsida,Fernleaf Licorice-root,Ligusticum filicinum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/116996267/138134699,plantae,magnoliopsida
plantae — magnoliopsida,Gray's Licorice-root,Ligusticum grayi,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/116996233/138134694,plantae,magnoliopsida
plantae — magnoliopsida,Oshá,Ligusticum porteri,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/116995418/120916883,plantae,magnoliopsida
plantae — magnoliopsida,Idaho Lovage,Ligusticum tenuifolium,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/116996270/138134704,plantae,magnoliopsida
animalia — insecta,Viceroy,Limenitis archippus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/160397/831906,animalia,insecta
animalia — insecta,Weidemeyer's Admiral,Limenitis weidemeyerii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/173004526/173053311,animalia,insecta
animalia — amphibia,Relict Leopard Frog,Lithobates onca,Increasing,Global,Endangered,https://www.iucnredlist.org/species/19178/118975504,animalia,amphibia
animalia — amphibia,Northern Leopard Frog,Lithobates pipiens,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/79079800/3072377,animalia,amphibia
animalia — mammalia,North American River Otter,Lontra canadensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/12302/164577078,animalia,mammalia
animalia — actinopterygii,Burbot,Lota lota,Stable,Global,Least Concern,https://www.iucnredlist.org/species/135675/135110342,animalia,actinopterygii
plantae — magnoliopsida,,Lotus aboriginus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892492/20079094,plantae,magnoliopsida
plantae — magnoliopsida,,Lotus nuttallianus,Decreasing,Global,Endangered,https://www.iucnredlist.org/species/19892876/20148511,plantae,magnoliopsida
animalia — actinopterygii,Rainwater Killifish,Lucania parva,Stable,Global,Least Concern,https://www.iucnredlist.org/species/191368/130017300,animalia,actinopterygii
plantae — magnoliopsida,,Lupinus argenteus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892530/20097017,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus breweri,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891609/20097549,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus diffusus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891469/20097887,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus grayi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892176/20098217,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus kingii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892376/20098563,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus microcarpus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892809/20098908,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus obtusilobus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891552/20099428,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus peirsonii,Stable,Global,Near Threatened,https://www.iucnredlist.org/species/19893107/20099770,plantae,magnoliopsida
plantae — magnoliopsida,large-leaved lupine,Lupinus polyphyllus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/82414032/82414039,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus rivularis,Unknown,Global,Near Threatened,https://www.iucnredlist.org/species/19891938/20100330,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus texensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892385/20100713,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus variicolor,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892533/20101063,plantae,magnoliopsida
plantae — magnoliopsida,,Lupinus westianus,Decreasing,Global,Near Threatened,https://www.iucnredlist.org/species/19891535/20101361,plantae,magnoliopsida
plantae — magnoliopsida,,Lycopus americanus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64317515/67730027,plantae,magnoliopsida
plantae — magnoliopsida,,Lycopus asper,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64317523/67730032,plantae,magnoliopsida
animalia — mammalia,Bobcat,Lynx rufus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/12521/50655874,animalia,mammalia
plantae — magnoliopsida,,Lysimachia ciliata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64317587/67730057,plantae,magnoliopsida
plantae — magnoliopsida,Purple Loosestrife,Lythrum salicaria,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164323/42329075,plantae,magnoliopsida
animalia — insecta,Western River Cruiser,Macromia magnifica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50978719/65836279,animalia,insecta
plantae — magnoliopsida,Southwestern Prickly-pear,Mammillaria tetrancistra,Stable,Global,Least Concern,https://www.iucnredlist.org/species/151771/121508260,plantae,magnoliopsida
animalia — bivalvia,Western Pearlshell,Margaritifera falcata,Decreasing,Global,Near Threatened,https://www.iucnredlist.org/species/91109639/114128748,animalia,bivalvia
plantae — magnoliopsida,,Marina orcuttii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/19891659/20104764,plantae,magnoliopsida
plantae — magnoliopsida,,Marina parryi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892813/20105120,plantae,magnoliopsida
animalia — mammalia,,Marmota flaviventris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42457/115189809,animalia,mammalia
animalia — gastropoda,Button Sprite,Menetus opercularis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69626399/69633168,animalia,gastropoda
plantae — magnoliopsida,Spearmint,Mentha spicata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164464/42395980,plantae,magnoliopsida
animalia — mammalia,,Microdipodops megacephalus,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/42606/115193770,animalia,mammalia
animalia — insecta,,Microphotus octarthrus,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/164048344/166771678,animalia,insecta
animalia — insecta,,Microphotus pecosensis,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/164048400/166771683,animalia,insecta
animalia — mammalia,,Microtus longicaudus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42627/115196586,animalia,mammalia
animalia — mammalia,,Microtus montanus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42630/22346732,animalia,mammalia
animalia — mammalia,Meadow Vole,Microtus pennsylvanicus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/13452/115114123,animalia,mammalia
animalia — mammalia,,Microtus richardsoni,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42634/115197660,animalia,mammalia
plantae — magnoliopsida,,Mimosa wherryana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19893031/20113154,plantae,magnoliopsida
plantae — magnoliopsida,,Mimulus floribundus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318097/67730107,plantae,magnoliopsida
plantae — magnoliopsida,,Mimulus guttatus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318116/67730117,plantae,magnoliopsida
plantae — magnoliopsida,,Mimulus lewisii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318150/67730122,plantae,magnoliopsida
plantae — magnoliopsida,,Mimulus moschatus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318171/67730127,plantae,magnoliopsida
plantae — magnoliopsida,,Mimulus tilingii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318184/67730137,plantae,magnoliopsida
plantae — magnoliopsida,Dwarf stitchwort,Minuartia pusilla,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/81358340/81358429,plantae,magnoliopsida
plantae — magnoliopsida,,Montia chamissoi,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318243/67730142,plantae,magnoliopsida
plantae — magnoliopsida,,Myosurus apetalus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318300/67730162,plantae,magnoliopsida
animalia — mammalia,,Myotis californicus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/14150/22061366,animalia,mammalia
animalia — mammalia,,Myotis ciliolabrum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14153/22058110,animalia,mammalia
animalia — mammalia,,Myotis evotis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14157/22059133,animalia,mammalia
animalia — mammalia,,Myotis thysanodes,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14206/22063246,animalia,mammalia
animalia — mammalia,Long-legged Myotis,Myotis volans,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14210/22069325,animalia,mammalia
animalia — mammalia,Yuma Myotis,Myotis yumanensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14213/22068335,animalia,mammalia
plantae — magnoliopsida,Spiked Water-milfoil,Myriophyllum spicatum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164481/120202935,plantae,magnoliopsida
plantae — magnoliopsida,Whorled Leaf Water Milfoil,Myriophyllum verticillatum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/164335/1042718,plantae,magnoliopsida
plantae — liliopsida,Holly-leaved Naiad,Najas marina,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164322/120204953,plantae,liliopsida
plantae — magnoliopsida,,Navarretia leucocephala,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64318755/67730212,plantae,magnoliopsida
animalia — mammalia,Yellow-pine Chipmunk,Neotamias amoenus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42569/115190467,animalia,mammalia
animalia — mammalia,Cliff Chipmunk,Neotamias dorsalis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42571/115190634,animalia,mammalia
animalia — mammalia,Least Chipmunk,Neotamias minimus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42572/115190804,animalia,mammalia
animalia — mammalia,Hopi Chipmunk,Neotamias rufus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42578/115191185,animalia,mammalia
animalia — mammalia,Uinta Chipmunk,Neotamias umbrinus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42585/115192014,animalia,mammalia
animalia — mammalia,,Neotoma albigula,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14582/115122696,animalia,mammalia
animalia — mammalia,Bushy-tailed Woodrat,Neotoma cinerea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42673/115200351,animalia,mammalia
animalia — mammalia,Arizona Woodrat,Neotoma devia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14586/22371569,animalia,mammalia
animalia — mammalia,Desert Woodrat,Neotoma lepida,Stable,Global,Least Concern,https://www.iucnredlist.org/species/116988741/123797359,animalia,mammalia
animalia — mammalia,,Neotoma mexicana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/14590/115123126,animalia,mammalia
animalia — mammalia,,Neotoma stephensi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42651/115199398,animalia,mammalia
animalia — mammalia,Big Free-tailed Bat,Nyctinomops macrotis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/14996/97207443,animalia,mammalia
animalia — insecta,Garita Skipperling,Oarisma garita,Stable,Global,Least Concern,https://www.iucnredlist.org/species/125855131/125886073,animalia,insecta
animalia — mammalia,American Pika,Ochotona princeps,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41267/45184315,animalia,mammalia
animalia — mammalia,Mule Deer,Odocoileus hemionus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42393/22162113,animalia,mammalia
animalia — mammalia,,Onychomys leucogaster,Stable,Global,Least Concern,https://www.iucnredlist.org/species/15338/115127288,animalia,mammalia
animalia — mammalia,,Onychomys torridus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/15339/115127523,animalia,mammalia
animalia — insecta,Great Basin Snaketail,Ophiogomphus morrisoni,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51179375/80696423,animalia,insecta
animalia — insecta,Sinuous Snaketail,Ophiogomphus occidentis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164955/65821920,animalia,insecta
animalia — insecta,Pale Snaketail,Ophiogomphus severus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51179458/65836469,animalia,insecta
animalia — insecta,Riffle Darner,Oplonaeschna armata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50967446/80680332,animalia,insecta
plantae — magnoliopsida,Golden Prickly-pear,Opuntia aurea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/151954/121574153,plantae,magnoliopsida
plantae — magnoliopsida,Beavertail Prickly-pear,Opuntia basilaris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152316/121587572,plantae,magnoliopsida
plantae — magnoliopsida,Dollar-joint Prickly-pear,Opuntia chlorotica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152366/121590014,plantae,magnoliopsida
plantae — magnoliopsida,Brittle Prickly-pear,Opuntia fragilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/151913/121572262,plantae,magnoliopsida
plantae — magnoliopsida,Twistspine Pricklypear,Opuntia macrorhiza,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152371/121590513,plantae,magnoliopsida
plantae — magnoliopsida,New Mexico Prickly-pear,Opuntia phaeacantha,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152851/121613191,plantae,magnoliopsida
plantae — magnoliopsida,Bulrush Canyon Prickly-pear,Opuntia pinkavae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152901/121616105,plantae,magnoliopsida
plantae — magnoliopsida,Panhandle Prickly-pear,Opuntia polyacantha,Stable,Global,Least Concern,https://www.iucnredlist.org/species/151747/121565302,plantae,magnoliopsida
animalia — malacostraca,,Orconectes virilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/153831/4551026,animalia,malacostraca
animalia — mammalia,Mountain Goat,Oreamnos americanus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42680/254517035,animalia,mammalia
animalia — insecta,Roseate Skimmer,Orthemis ferruginea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164944/80681748,animalia,insecta
plantae — magnoliopsida,Knowlton’s hop-hornbeam,Ostrya knowltonii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/194557/2349148,plantae,magnoliopsida
animalia — mammalia,Rock Squirrel,Otospermophilus variegatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/20495/22263993,animalia,mammalia
plantae — magnoliopsida,,Oxyrhynchus volubilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891743/20117423,plantae,magnoliopsida
plantae — magnoliopsida,,Oxytropis lambertii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891888/20120153,plantae,magnoliopsida
animalia — insecta,Blue Dasher,Pachydiplax longipennis,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/51279390/65836579,animalia,insecta
animalia — malacostraca,,Pacifastacus gambelii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/153735/4538132,animalia,malacostraca
animalia — malacostraca,Signal Crayfish,Pacifastacus leniusculus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/153648/4526314,animalia,malacostraca
animalia — insecta,Red Rock Skimmer,Paltothemis lineatipes,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51279601/80696418,animalia,insecta
animalia — insecta,Wandering Glider,Pantala flavescens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/59971/65818523,animalia,insecta
animalia — insecta,Spot-winged Glider,Pantala hymenaea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/49254542/65836149,animalia,insecta
animalia — actinopterygii,Desert Sucker,Pantosteus clarkii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/62193/129656831,animalia,actinopterygii
animalia — insecta,Two-tailed Tiger swallowtail,Papilio multicaudata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/110608304/110608309,animalia,insecta
animalia — mammalia,Western Pipistrelle,Parastrellus hesperus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/17341/22129352,animalia,mammalia
plantae — magnoliopsida,,Parnassia fimbriata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64319175/67730282,plantae,magnoliopsida
plantae — magnoliopsida,Grass-of-Parnassus,Parnassia palustris,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/164421/42399385,plantae,magnoliopsida
plantae — magnoliopsida,,Pedicularis groenlandica,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64319294/67730297,plantae,magnoliopsida
plantae — magnoliopsida,Despain's Pincushion Cactus,Pediocactus despainii,Decreasing,Global,Near Threatened,https://www.iucnredlist.org/species/153464/121619198,plantae,magnoliopsida
plantae — magnoliopsida,Siler's Pincushion Cactus,Pediocactus sileri,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/152679/121604306,plantae,magnoliopsida
plantae — magnoliopsida,Simpson's Hedgehog Cactus,Pediocactus simpsonii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152758/121609014,plantae,magnoliopsida
plantae — magnoliopsida,Winkler's Pincushion Cactus,Pediocactus winkleri,Stable,Global,Least Concern,https://www.iucnredlist.org/species/153107/121619059,plantae,magnoliopsida
plantae — magnoliopsida,,Pediomelum aromaticum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892153/20126631,plantae,magnoliopsida
plantae — magnoliopsida,Breadroot,Pediomelum esculentum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891733/20131153,plantae,magnoliopsida
plantae — magnoliopsida,,Pediomelum reverchonii,Stable,Global,Near Threatened,https://www.iucnredlist.org/species/19891913/20131518,plantae,magnoliopsida
animalia — mammalia,,Perognathus fasciatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42608/115194044,animalia,mammalia
animalia — mammalia,,Perognathus flavescens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16634/115134864,animalia,mammalia
animalia — mammalia,,Perognathus flavus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16635/115135061,animalia,mammalia
animalia — mammalia,,Perognathus longimembris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16636/115135230,animalia,mammalia
animalia — mammalia,,Perognathus parvus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42610/115194207,animalia,mammalia
animalia — mammalia,,Peromyscus boylii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16652/115135521,animalia,mammalia
animalia — mammalia,,Peromyscus crinitus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16656/115135684,animalia,mammalia
animalia — mammalia,Cactus Mouse,Peromyscus eremicus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/16659/143641683,animalia,mammalia
animalia — mammalia,,Peromyscus nasutus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/16682/115137189,animalia,mammalia
plantae — magnoliopsida,Amphibious Bistort,Persicaria amphibia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/184425/13566131,plantae,magnoliopsida
plantae — magnoliopsida,Water-pepper,Persicaria hydropiper,Stable,Global,Least Concern,https://www.iucnredlist.org/species/163977/42399743,plantae,magnoliopsida
plantae — magnoliopsida,,Persicaria lapathifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/164411/1048733,plantae,magnoliopsida
plantae — magnoliopsida,Shiny-leaf Sandpaper Plant,Petalonyx nitidus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/184929359/188497987,plantae,magnoliopsida
plantae — liliopsida,Reed Canary-grass,Phalaris arundinacea,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/164064/1021826,plantae,liliopsida
plantae — magnoliopsida,,Phaseolus polystachios,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892040/20127299,plantae,magnoliopsida
animalia — mammalia,,Phenacomys intermedius,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42636/115197827,animalia,mammalia
plantae — liliopsida,Alpine Cat's-tail,Phleum alpinum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44393234/44458929,plantae,liliopsida
animalia — reptilia,Desert Horned Lizard,Phrynosoma platyrhinos,Stable,Global,Least Concern,https://www.iucnredlist.org/species/89974770/89975571,animalia,reptilia
plantae — magnoliopsida,,Phyla lanceolata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64320389/67730352,plantae,magnoliopsida
animalia — gastropoda,Cloaked Physa,Physa megalochlamys,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/189472/80972944,animalia,gastropoda
animalia — gastropoda,Glass Physa,Physa skinneri,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69624052/69633078,animalia,gastropoda
animalia — gastropoda,Wet-rock Physa,Physa zionis,Stable,Global,Vulnerable,https://www.iucnredlist.org/species/189694/1933309,animalia,gastropoda
plantae — magnoliopsida,Tomatito,Physalis crassifolia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/105907527/105907530,plantae,magnoliopsida
plantae — magnoliopsida,Lobed Groundcherry,Physalis lobata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/103296305/103296313,plantae,magnoliopsida
animalia — gastropoda,Tadpole Physa,Physella gyrina,Stable,Global,Least Concern,https://www.iucnredlist.org/species/156003/739164,animalia,gastropoda
animalia — gastropoda,Fish Lake Physa,Physella microstriata,,Global,Extinct,https://www.iucnredlist.org/species/17240/6884311,animalia,gastropoda
animalia — gastropoda,Rocky Mountain Physa,Physella propinqua,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69624538/69633113,animalia,gastropoda
plantae — magnoliopsida,,Physostegia parviflora,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64320455/67730362,plantae,magnoliopsida
plantae — pinopsida,Engelmann Spruce,Picea engelmannii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42322/2972365,plantae,pinopsida
plantae — pinopsida,Blue Spruce,Picea pungens,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42333/2973433,plantae,pinopsida
plantae — pinopsida,Pinyon Pine,Pinus edulis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42360/2975133,plantae,pinopsida
plantae — pinopsida,Limber Pine,Pinus flexilis,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/42363/2975338,plantae,pinopsida
plantae — pinopsida,Great Basin Bristlecone Pine,Pinus longaeva,Stable,Global,Least Concern,https://www.iucnredlist.org/species/34024/9830878,plantae,pinopsida
plantae — pinopsida,Single Leaf Pinyon Pine,Pinus monophylla,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42381/2976514,plantae,pinopsida
plantae — pinopsida,Ponderosa Pine,Pinus ponderosa,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42401/2977432,plantae,pinopsida
animalia — bivalvia,Rusty Peaclam,Pisidium ferrugineum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189450/58625885,animalia,bivalvia
animalia — bivalvia,,Pisidium rotundatum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/66639363/66639550,animalia,bivalvia
animalia — bivalvia,,Pisidium variabile,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189047/58620524,animalia,bivalvia
animalia — bivalvia,Globular Peaclam,Pisidium ventricosum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189214/58622724,animalia,bivalvia
animalia — gastropoda,Coarse Ramshorn,Planorbella binneyi,Decreasing,Global,Data Deficient,https://www.iucnredlist.org/species/69626410/69633173,animalia,gastropoda
animalia — gastropoda,Lamb Ramshorn,Planorbella oregonensis,Unknown,Global,Vulnerable,https://www.iucnredlist.org/species/189578/1928852,animalia,gastropoda
animalia — gastropoda,Rough Ramshorn,Planorbella subcrenata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69626464/69633193,animalia,gastropoda
animalia — gastropoda,Marsh Ramshorn,Planorbella trivolvis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/189351/58581999,animalia,gastropoda
plantae — magnoliopsida,,Plantago eriopoda,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64320648/67730397,plantae,magnoliopsida
plantae — liliopsida,Alcove Bog Orchid,Platanthera zothecina,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/64176810/64176813,plantae,liliopsida
animalia — insecta,Common Whitetail,Plathemis lydia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51280160/65836589,animalia,insecta
animalia — insecta,Desert Whitetail,Plathemis subornata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51280207/80689475,animalia,insecta
plantae — liliopsida,,Poa angustifolia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44392851/44508366,plantae,liliopsida
plantae — liliopsida,,Poa leptocoma,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321338/67730437,plantae,liliopsida
plantae — liliopsida,,Poa reflexa,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321353/67730447,plantae,liliopsida
plantae — magnoliopsida,,Polemonium pulcherrimum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321407/67730467,plantae,magnoliopsida
